Date,Open,High,Low,Close,Volume,Currency
2018-01-02,12388.82,12442.75,12372.18,12420.15,0,MAD
2018-01-03,12420.15,12510.45,12380.18,12509.58,0,MAD
2018-01-04,12509.58,12543.53,12434.17,12463.08,0,MAD
2018-01-05,12463.08,12538.65,12430.09,12537.75,0,MAD
2018-01-08,12537.75,12568.29,12462.7,12479.42,0,MAD
2018-01-09,12479.42,12508.82,12462.27,12504.46,0,MAD
2018-01-10,12504.46,12551.41,12498.39,12538.5,0,MAD
2018-01-12,12538.5,12666.4,12526.17,12666.4,0,MAD
2018-01-15,12666.4,12874.37,12646.53,12863.11,0,MAD
2018-01-16,12863.11,13028.65,12837.23,12939.66,0,MAD
2018-01-17,12939.66,12946.67,12855.34,12928.31,0,MAD
2018-01-18,12928.31,12928.31,12848.83,12849.51,0,MAD
2018-01-19,12849.51,12972.09,12838.89,12950.73,0,MAD
2018-01-22,12950.73,12963.94,12920.66,12963.94,0,MAD
2018-01-23,12963.94,12964.24,12901.68,12955.25,0,MAD
2018-01-24,12955.25,13110.13,12951.0,12999.99,0,MAD
2018-01-25,12999.99,13027.01,12996.31,13017.16,0,MAD
2018-01-26,13017.16,13018.28,12949.67,13010.56,0,MAD
2018-01-29,13010.56,13012.34,12955.02,12982.43,0,MAD
2018-01-30,12982.43,13024.89,12970.52,13010.59,0,MAD
2018-01-31,13010.59,13075.49,13006.87,13075.49,0,MAD
2018-02-01,13075.49,13282.28,13065.23,13278.3,0,MAD
2018-02-02,13278.3,13387.5,13275.49,13280.76,0,MAD
2018-02-05,13280.76,13283.33,13176.19,13231.06,0,MAD
2018-02-06,13231.06,13240.08,13092.88,13104.61,0,MAD
2018-02-07,13104.61,13174.3,12997.44,12997.44,0,MAD
2018-02-08,12997.44,13066.15,12975.3,13064.93,0,MAD
2018-02-09,13064.93,13098.49,13042.01,13096.31,0,MAD
2018-02-12,13096.31,13096.31,13053.77,13053.88,0,MAD
2018-02-13,13053.88,13108.75,13015.7,13108.75,0,MAD
2018-02-14,13108.75,13108.79,13045.44,13051.88,0,MAD
2018-02-15,13051.88,13105.63,13045.06,13104.92,0,MAD
2018-02-16,13104.92,13182.9,13084.3,13161.41,0,MAD
2018-02-19,13161.41,13253.23,13160.72,13227.59,0,MAD
2018-02-20,13227.59,13237.75,13169.39,13184.53,0,MAD
2018-02-21,13184.53,13189.98,13142.15,13160.33,0,MAD
2018-02-22,13160.33,13195.02,13144.41,13195.02,0,MAD
2018-02-23,13195.02,13228.29,13176.29,13215.31,0,MAD
2018-02-26,13215.31,13273.18,13136.95,13147.78,0,MAD
2018-02-27,13147.78,13171.46,13088.13,13128.81,0,MAD
2018-02-28,13128.81,13199.17,13120.44,13142.71,0,MAD
2018-03-01,13142.71,13178.11,13100.37,13160.04,0,MAD
2018-03-02,13160.04,13180.88,13127.08,13167.08,0,MAD
2018-03-05,13167.08,13177.29,13123.69,13150.0,0,MAD
2018-03-06,13150.0,13190.73,13136.07,13179.19,0,MAD
2018-03-07,13179.19,13182.7,13144.42,13158.82,0,MAD
2018-03-08,13158.82,13268.36,13158.79,13265.22,0,MAD
2018-03-09,13265.22,13293.52,13213.07,13284.94,0,MAD
2018-03-12,13284.94,13284.94,13232.56,13249.37,0,MAD
2018-03-13,13249.37,13264.09,13197.01,13217.6,0,MAD
2018-03-14,13217.6,13217.6,13161.19,13189.6,0,MAD
2018-03-15,13189.6,13220.69,13162.03,13190.3,0,MAD
2018-03-16,13190.3,13222.71,13189.12,13208.59,0,MAD
2018-03-19,13208.59,13208.64,13152.98,13164.74,0,MAD
2018-03-20,13164.74,13185.65,13142.29,13142.36,0,MAD
2018-03-21,13142.36,13157.83,13011.08,13020.21,0,MAD
2018-03-22,13020.21,13020.21,12910.85,13008.17,0,MAD
2018-03-23,13008.17,13088.97,12987.48,13065.18,0,MAD
2018-03-26,13065.18,13105.36,13058.57,13097.48,0,MAD
2018-03-27,13097.48,13142.24,13019.0,13030.88,0,MAD
2018-03-28,13030.88,13034.16,12998.69,13026.15,0,MAD
2018-03-29,13026.15,13050.12,12999.63,13010.77,0,MAD
2018-03-30,13010.77,13080.52,12889.72,13062.38,0,MAD
2018-04-02,13062.38,13062.38,12969.19,12981.86,0,MAD
2018-04-03,12981.86,12981.86,12849.44,12849.44,0,MAD
2018-04-04,12849.44,12895.25,12805.41,12895.2,0,MAD
2018-04-05,12895.2,12903.02,12826.47,12855.8,0,MAD
2018-04-06,12855.8,12901.22,12795.29,12895.23,0,MAD
2018-04-09,12895.23,12926.46,12854.19,12912.01,0,MAD
2018-04-10,12912.01,12939.21,12840.72,12935.64,0,MAD
2018-04-11,12935.64,12951.98,12922.83,12925.57,0,MAD
2018-04-12,12925.49,12935.66,12872.03,12930.7,0,MAD
2018-04-13,12930.7,12993.74,12885.19,12993.74,0,MAD
2018-04-16,12993.74,12996.14,12890.23,12893.87,0,MAD
2018-04-17,12884.61,12916.68,12878.31,12902.19,0,MAD
2018-04-18,12902.19,12921.66,12856.3,12887.49,0,MAD
2018-04-19,12887.49,12941.94,12887.3,12941.94,0,MAD
2018-04-20,12941.94,12974.23,12870.87,12974.23,0,MAD
2018-04-23,12974.23,12995.42,12892.36,12959.65,0,MAD
2018-04-24,12959.65,12990.84,12952.87,12963.53,0,MAD
2018-04-25,12963.53,12980.07,12940.85,12945.33,0,MAD
2018-04-26,12945.02,12973.43,12933.4,12939.34,0,MAD
2018-04-27,12939.34,13056.86,12939.18,13056.86,0,MAD
2018-04-30,13056.86,13093.59,13016.18,13028.01,0,MAD
2018-05-02,13028.01,13067.59,12994.53,13001.18,0,MAD
2018-05-03,13001.18,13026.82,12947.79,12989.48,0,MAD
2018-05-04,12989.48,13038.74,12925.24,13038.74,0,MAD
2018-05-07,13038.74,13040.59,12986.67,13022.25,0,MAD
2018-05-08,13022.25,13024.53,12908.17,12935.46,0,MAD
2018-05-09,12935.46,12964.98,12923.87,12937.57,0,MAD
2018-05-10,12937.57,12943.39,12882.03,12882.03,0,MAD
2018-05-11,12882.03,12898.17,12848.39,12876.0,0,MAD
2018-05-14,12876.0,12888.62,12814.08,12814.08,0,MAD
2018-05-15,12814.08,12822.13,12754.78,12761.64,0,MAD
2018-05-16,12761.64,12792.27,12669.11,12689.15,0,MAD
2018-05-17,12689.15,12722.67,12674.32,12694.12,0,MAD
