Date,Open,High,Low,Close,Volume,Currency
2013-01-02,9319.67,9410.14,9317.32,9368.38,0,MAD
2013-01-03,9373.48,9392.24,9336.29,9365.84,0,MAD
2013-01-04,9285.77,9303.42,9230.45,9271.61,0,MAD
2013-01-07,9261.08,9265.08,9220.66,9264.71,0,MAD
2013-01-08,9239.1,9287.63,9223.06,9287.46,0,MAD
2013-01-09,9293.77,9302.9,9254.83,9297.75,0,MAD
2013-01-10,9317.89,9322.42,9218.2,9227.5,0,MAD
2013-01-14,9230.96,9239.8,9156.85,9156.85,0,MAD
2013-01-15,9102.75,9115.18,9029.99,9029.99,0,MAD
2013-01-16,9012.04,9054.15,8839.33,8892.82,0,MAD
2013-01-17,8862.95,8942.77,8818.04,8929.43,0,MAD
2013-01-18,8914.17,8930.99,8858.68,8927.27,0,MAD
2013-01-21,8893.93,8968.5,8848.2,8968.5,0,MAD
2013-01-22,8927.82,8979.82,8862.62,8979.82,0,MAD
2013-01-23,8925.27,8966.81,8899.59,8899.59,0,MAD
2013-01-28,8883.69,8949.28,8836.42,8948.5,0,MAD
2013-01-29,8905.97,9068.8,8900.66,9017.23,0,MAD
2013-01-30,8971.67,9003.69,8932.71,8949.87,0,MAD
2013-01-31,8933.05,9021.83,8932.66,8996.43,0,MAD
2013-02-01,8994.62,8999.5,8933.3,8933.31,0,MAD
2013-02-04,8972.86,8992.86,8949.15,8984.36,0,MAD
2013-02-05,8951.66,9045.47,8951.66,9045.47,0,MAD
2013-02-06,9033.85,9040.68,8996.39,9040.68,0,MAD
2013-02-07,8979.62,9028.79,8969.19,9028.73,0,MAD
2013-02-08,9010.6,9028.22,8936.5,8936.5,0,MAD
2013-02-11,8945.93,8979.97,8919.67,8979.67,0,MAD
2013-02-12,8959.66,8959.66,8865.36,8920.66,0,MAD
2013-02-13,8891.83,8916.38,8869.28,8906.35,0,MAD
2013-02-14,8897.04,8911.81,8870.81,8911.09,0,MAD
2013-02-15,8891.38,8891.38,8846.92,8847.04,0,MAD
2013-02-18,8816.33,8869.68,8815.86,8869.68,0,MAD
2013-02-19,8816.5,8861.28,8807.4,8852.88,0,MAD
2013-02-20,8852.88,8946.23,8803.97,8885.81,0,MAD
2013-02-21,8842.42,8924.94,8827.68,8897.37,0,MAD
2013-02-22,8876.04,8903.53,8817.89,8833.12,0,MAD
2013-02-25,8825.9,8880.33,8805.38,8880.33,0,MAD
2013-02-26,8864.43,8878.11,8827.71,8836.96,0,MAD
2013-02-27,8857.94,8896.57,8850.85,8896.57,0,MAD
2013-02-28,8883.12,8933.0,8852.14,8932.82,0,MAD
2013-03-01,8879.23,8888.54,8828.85,8828.85,0,MAD
2013-03-04,8826.01,8847.74,8811.97,8847.63,0,MAD
2013-03-05,8808.07,8872.79,8807.19,8868.79,0,MAD
2013-03-06,8857.92,8874.51,8832.36,8866.69,0,MAD
2013-03-07,8872.41,8880.1,8798.42,8798.42,0,MAD
2013-03-08,8789.61,8814.88,8759.08,8759.15,0,MAD
2013-03-11,8765.17,8790.38,8711.7,8752.6,0,MAD
2013-03-12,8743.53,8823.34,8734.7,8819.46,0,MAD
2013-03-13,8833.2,8887.18,8812.17,8887.09,0,MAD
2013-03-14,8855.84,8862.48,8822.62,8845.24,0,MAD
2013-03-15,8814.37,8872.22,8797.56,8834.71,0,MAD
2013-03-18,8845.71,8859.96,8797.92,8856.52,0,MAD
2013-03-19,8839.22,8860.33,8811.94,8860.33,0,MAD
2013-03-20,8842.95,8859.31,8833.63,8852.9,0,MAD
2013-03-21,8855.98,8885.18,8835.56,8872.99,0,MAD
2013-03-22,8881.06,8913.79,8854.56,8913.79,0,MAD
2013-03-25,8902.02,8929.34,8872.1,8914.73,0,MAD
2013-03-26,8915.14,8928.54,8875.17,8928.32,0,MAD
2013-03-27,8890.33,8969.39,8890.33,8969.39,0,MAD
2013-03-28,8923.47,9037.27,8922.1,9037.07,0,MAD
2013-03-29,9054.96,9054.96,9001.05,9040.96,0,MAD
2013-04-01,9019.86,9073.92,9011.71,9073.52,0,MAD
2013-04-02,9069.58,9092.52,9029.75,9091.77,0,MAD
2013-04-03,9050.57,9058.96,9029.25,9051.71,0,MAD
2013-04-04,9023.12,9055.58,9020.38,9055.25,0,MAD
2013-04-05,9048.7,9066.86,9030.31,9066.71,0,MAD
2013-04-08,9086.66,9135.97,9055.14,9131.55,0,MAD
2013-04-09,9127.05,9207.17,9095.71,9205.56,0,MAD
2013-04-10,9178.61,9256.68,9155.26,9207.8,0,MAD
2013-04-11,9204.78,9260.32,9188.09,9260.32,0,MAD
2013-04-12,9232.87,9279.85,9227.42,9262.38,0,MAD
2013-04-15,9263.85,9283.5,9252.76,9272.19,0,MAD
2013-04-16,9269.35,9269.35,9239.62,9261.91,0,MAD
2013-04-17,9257.57,9276.41,9245.68,9273.07,0,MAD
2013-04-18,9271.91,9299.48,9234.04,9234.04,0,MAD
2013-04-19,9265.33,9266.0,9218.0,9260.51,0,MAD
2013-04-22,9259.89,9272.42,9222.77,9261.58,0,MAD
2013-04-23,9257.33,9276.57,9178.75,9178.75,0,MAD
2013-04-24,9181.21,9228.13,9141.19,9227.8,0,MAD
2013-04-25,9179.53,9238.99,9150.44,9229.29,0,MAD
2013-04-26,9223.06,9253.28,9195.73,9238.78,0,MAD
2013-04-29,9239.49,9258.21,9194.98,9227.64,0,MAD
2013-04-30,9201.84,9207.82,9076.3,9145.51,0,MAD
2013-05-02,9088.61,9143.38,9052.69,9143.37,0,MAD
2013-05-03,9180.57,9200.41,9136.78,9200.41,0,MAD
2013-05-06,9184.47,9205.56,9179.71,9205.56,0,MAD
2013-05-07,9209.12,9259.32,9165.87,9259.32,0,MAD
2013-05-08,9233.83,9277.82,9208.93,9277.82,0,MAD
2013-05-09,9277.04,9279.85,9228.68,9279.85,0,MAD
2013-05-10,9237.74,9244.62,9217.89,9217.89,0,MAD
2013-05-13,9230.06,9254.54,9217.58,9243.73,0,MAD
2013-05-14,9224.4,9235.26,9164.37,9164.37,0,MAD
2013-05-15,9204.49,9214.69,9157.06,9166.77,0,MAD
2013-05-16,9179.37,9181.75,9142.29,9159.61,0,MAD
2013-05-17,9096.11,9097.28,9027.57,9027.69,0,MAD
2013-05-20,9019.32,9077.16,9019.32,9040.31,0,MAD
2013-05-21,9055.42,9077.1,9028.19,9028.19,0,MAD
2013-05-22,8999.57,9013.8,8962.45,8962.45,0,MAD
2013-05-23,8898.49,8898.49,8787.75,8828.48,0,MAD
2013-05-24,8810.54,8848.3,8782.6,8811.42,0,MAD
2013-05-27,8791.53,8795.54,8727.85,8795.53,0,MAD
2013-05-28,8774.95,8793.49,8754.2,8787.03,0,MAD
2013-05-29,8824.65,8856.15,8807.43,8856.15,0,MAD
2013-05-30,8805.07,8839.17,8776.28,8815.78,0,MAD
2013-05-31,8802.61,8906.65,8800.97,8906.65,0,MAD
2013-06-03,8902.47,8902.47,8875.86,8875.99,0,MAD
2013-06-04,8869.6,8906.31,8826.83,8906.31,0,MAD
2013-06-05,8860.06,8892.0,8848.94,8891.89,0,MAD
2013-06-06,8866.08,8867.74,8805.69,8829.1,0,MAD
2013-06-07,8822.94,8839.77,8810.54,8826.53,0,MAD
2013-06-10,8828.35,8828.35,8761.34,8761.34,0,MAD
2013-06-11,8762.69,8762.88,8670.63,8714.93,0,MAD
2013-06-12,8713.99,8787.25,8675.66,8787.15,0,MAD
2013-06-13,8754.68,8786.88,8752.62,8763.14,0,MAD
2013-06-14,8731.29,8753.04,8694.15,8700.99,0,MAD
2013-06-17,8712.53,8732.11,8660.71,8698.03,0,MAD
2013-06-18,8716.7,8799.82,8707.83,8799.82,0,MAD
2013-06-19,8817.75,8860.56,8777.66,8860.56,0,MAD
2013-06-20,8813.49,8943.88,8803.87,8940.26,0,MAD
2013-06-21,8900.57,8959.1,8860.91,8860.91,0,MAD
2013-06-24,8843.87,8865.9,8816.96,8846.27,0,MAD
2013-06-25,8823.29,8914.63,8815.82,8913.7,0,MAD
2013-06-26,8921.39,8956.19,8884.39,8924.68,0,MAD
2013-06-27,8925.4,8928.7,8845.54,8873.28,0,MAD
2013-06-28,8781.77,8814.14,8745.91,8792.15,0,MAD
2013-07-01,8732.11,8786.14,8695.81,8783.22,0,MAD
2013-07-02,8750.3,8791.0,8745.48,8788.08,0,MAD
2013-07-03,8774.46,8809.64,8742.53,8802.9,0,MAD
2013-07-04,8777.41,8806.56,8730.98,8732.77,0,MAD
2013-07-05,8714.39,8740.67,8609.83,8663.71,0,MAD
2013-07-08,8654.79,8668.79,8601.89,8652.19,0,MAD
2013-07-09,8674.94,8681.51,8612.24,8655.57,0,MAD
2013-07-10,8650.17,8669.65,8619.5,8669.65,0,MAD
2013-07-11,8622.04,8693.88,8613.18,8693.86,0,MAD
2013-07-12,8675.78,8715.47,8657.91,8715.47,0,MAD
2013-07-15,8717.59,8725.59,8678.16,8715.83,0,MAD
2013-07-16,8699.42,8703.62,8684.39,8698.26,0,MAD
2013-07-17,8690.36,8772.14,8665.67,8772.14,0,MAD
2013-07-18,8756.49,8763.96,8728.05,8761.19,0,MAD
2013-07-19,8743.03,8784.16,8707.17,8784.14,0,MAD
2013-07-22,8712.41,8716.38,8696.04,8712.48,0,MAD
2013-07-23,8587.2,8619.72,8576.64,8579.8,0,MAD
2013-07-24,8622.43,8622.43,8548.74,8586.25,0,MAD
2013-07-25,8594.96,8624.04,8563.91,8624.04,0,MAD
2013-07-26,8617.57,8658.45,8584.36,8658.45,0,MAD
2013-07-29,8650.99,8650.99,8579.85,8579.85,0,MAD
2013-07-31,8591.28,8604.2,8557.08,8577.59,0,MAD
2013-08-01,8553.66,8584.18,8552.89,8561.63,0,MAD
2013-08-02,8548.54,8581.81,8544.51,8570.01,0,MAD
2013-08-05,8541.62,8561.31,8476.59,8541.97,0,MAD
2013-08-06,8524.48,8578.1,8510.49,8578.06,0,MAD
2013-08-07,8562.45,8562.45,8524.19,8541.7,0,MAD
2013-08-08,8531.67,8531.8,8506.23,8529.99,0,MAD
2013-08-12,8534.68,8542.85,8480.89,8488.47,0,MAD
2013-08-13,8484.19,8563.01,8477.38,8549.3,0,MAD
2013-08-15,8575.67,8575.67,8492.16,8492.16,0,MAD
2013-08-16,8465.26,8506.54,8463.97,8506.54,0,MAD
2013-08-19,8463.95,8494.28,8444.2,8465.6,0,MAD
2013-08-22,8450.04,8475.13,8412.27,8452.49,0,MAD
2013-08-23,8456.08,8473.16,8439.4,8473.16,0,MAD
2013-08-26,8451.76,8472.18,8429.88,8453.9,0,MAD
2013-08-27,8460.65,8462.94,8418.35,8419.04,0,MAD
2013-08-28,8390.35,8405.07,8377.73,8405.07,0,MAD
2013-08-29,8378.53,8386.61,8339.21,8356.4,0,MAD
2013-08-30,8351.8,8431.55,8334.51,8413.72,0,MAD
2013-09-02,8407.03,8445.9,8391.43,8434.87,0,MAD
2013-09-03,8404.09,8442.19,8401.88,8420.28,0,MAD
2013-09-04,8412.86,8454.47,8389.8,8454.47,0,MAD
2013-09-05,8449.29,8478.5,8416.92,8464.29,0,MAD
2013-09-06,8449.26,8473.2,8438.79,8473.2,0,MAD
2013-09-09,8472.47,8477.13,8457.94,8463.15,0,MAD
2013-09-10,8464.56,8464.96,8445.52,8450.59,0,MAD
2013-09-11,8421.29,8452.53,8393.31,8447.77,0,MAD
2013-09-12,8456.07,8457.7,8417.3,8423.17,0,MAD
2013-09-13,8420.91,8473.35,8420.44,8463.5,0,MAD
2013-09-16,8432.88,8477.74,8406.81,8472.5,0,MAD
2013-09-17,8434.85,8441.59,8377.67,8425.63,0,MAD
2013-09-18,8405.08,8423.05,8385.81,8413.1,0,MAD
2013-09-19,8391.51,8419.0,8361.76,8391.8,0,MAD
2013-09-20,8370.46,8420.87,8358.1,8420.87,0,MAD
2013-09-23,8402.29,8409.02,8366.63,8409.02,0,MAD
2013-09-24,8398.24,8474.12,8383.37,8474.12,0,MAD
2013-09-25,8442.5,8542.1,8434.43,8542.1,0,MAD
2013-09-26,8526.06,8615.92,8523.17,8615.92,0,MAD
2013-09-27,8617.8,8815.14,8617.8,8680.7,0,MAD
2013-09-30,8677.69,8705.61,8630.36,8673.49,0,MAD
2013-10-01,8659.87,8670.01,8600.61,8613.26,0,MAD
2013-10-02,8614.72,8636.89,8590.93,8627.71,0,MAD
2013-10-03,8616.28,8647.77,8613.31,8635.68,0,MAD
2013-10-04,8601.63,8714.66,8593.02,8714.66,0,MAD
2013-10-07,8714.51,8734.19,8672.54,8734.19,0,MAD
2013-10-08,8749.49,8940.69,8749.49,8940.69,0,MAD
2013-10-09,8957.09,9005.81,8877.97,8877.97,0,MAD
2013-10-10,8839.59,8864.83,8821.78,8864.83,0,MAD
2013-10-11,8898.83,8907.01,8822.52,8835.01,0,MAD
2013-10-14,8854.11,8856.02,8819.07,8836.39,0,MAD
2013-10-15,8864.34,8881.61,8805.14,8881.61,0,MAD
2013-10-21,8881.38,8898.31,8824.06,8898.31,0,MAD
2013-10-22,8906.95,8942.13,8873.61,8935.94,0,MAD
2013-10-23,8978.29,9005.94,8939.25,9005.94,0,MAD
2013-10-24,9005.88,9117.43,8992.37,9110.14,0,MAD
2013-10-25,9108.76,9222.3,9077.65,9222.3,0,MAD
2013-10-28,9208.3,9451.83,9197.63,9418.49,0,MAD
2013-10-29,9407.8,9497.98,9354.34,9401.72,0,MAD
2013-10-30,9416.9,9430.24,9346.32,9393.62,0,MAD
2013-10-31,9359.02,9405.86,9346.92,9385.49,0,MAD
2013-11-01,9366.12,9374.81,9322.1,9322.1,0,MAD
2013-11-04,9308.5,9340.75,9288.85,9310.91,0,MAD
2013-11-07,9301.47,9305.1,9242.37,9304.98,0,MAD
2013-11-08,9298.06,9356.07,9266.31,9295.56,0,MAD
2013-11-11,9295.57,9318.96,9259.66,9259.66,0,MAD
2013-11-12,9278.34,9281.26,9197.4,9214.88,0,MAD
2013-11-13,9196.22,9270.47,9187.72,9266.37,0,MAD
2013-11-14,9256.22,9302.93,9256.22,9280.62,0,MAD
2013-11-15,9270.25,9292.87,9249.18,9249.18,0,MAD
2013-11-19,9222.94,9253.27,9209.86,9249.8,0,MAD
2013-11-20,9217.37,9244.31,9199.52,9244.31,0,MAD
2013-11-21,9213.25,9232.38,9198.29,9199.4,0,MAD
2013-11-22,9191.96,9195.54,9136.1,9159.77,0,MAD
2013-11-25,9119.52,9275.38,9114.01,9275.38,0,MAD
