Date,Open,High,Low,Close,Volume,Currency
2010-05-26,11957.03,11994.43,11888.66,11984.88,0,MAD
2010-05-27,11980.73,12071.54,11963.3,12071.54,0,MAD
2010-05-28,12086.02,12134.78,11990.24,11990.24,0,MAD
2010-05-31,11990.24,12085.76,11990.24,12068.53,0,MAD
2010-06-01,12058.72,12081.34,12033.33,12076.82,0,MAD
2010-06-02,12069.63,12149.65,12032.94,12149.65,0,MAD
2010-06-03,12149.66,12149.66,12082.25,12131.7,0,MAD
2010-06-04,12102.42,12162.58,12068.66,12162.58,0,MAD
2010-06-07,12118.22,12178.0,12108.74,12178.0,0,MAD
2010-06-08,12163.8,12270.46,12161.92,12270.46,0,MAD
2010-06-09,12268.52,12330.76,12227.89,12326.19,0,MAD
2010-06-10,12311.09,12329.51,12266.32,12329.51,0,MAD
2010-06-11,12287.4,12290.23,12240.77,12290.23,0,MAD
2010-06-14,12224.61,12257.97,12191.01,12225.83,0,MAD
2010-06-15,12214.22,12282.72,12193.99,12282.72,0,MAD
2010-06-16,12252.76,12255.87,12155.61,12155.61,0,MAD
2010-06-17,12155.24,12155.24,11989.94,12086.67,0,MAD
2010-06-18,12084.71,12135.61,12012.32,12056.74,0,MAD
2010-06-21,12069.81,12069.81,11978.37,12033.41,0,MAD
2010-06-22,12036.34,12037.25,11943.22,11972.21,0,MAD
2010-06-23,11972.89,12055.36,11961.72,12055.36,0,MAD
2010-06-24,12059.33,12062.06,11987.05,12062.06,0,MAD
2010-06-25,12013.69,12053.64,12006.4,12014.97,0,MAD
2010-06-28,12011.25,12011.25,11911.03,11940.13,0,MAD
2010-06-29,11933.75,11933.75,11819.72,11843.71,0,MAD
2010-06-30,11820.73,11820.73,11752.57,11773.87,0,MAD
2010-07-01,11773.45,11792.73,11704.46,11704.46,0,MAD
2010-07-02,11712.26,11804.74,11701.94,11785.96,0,MAD
2010-07-05,11794.56,11809.97,11746.47,11771.17,0,MAD
2010-07-06,11719.0,11745.08,11684.83,11745.08,0,MAD
2010-07-07,11731.26,11731.26,11644.7,11673.94,0,MAD
2010-07-08,11664.81,11788.53,11628.67,11766.88,0,MAD
2010-07-09,11696.49,11747.57,11675.58,11739.71,0,MAD
2010-07-12,11763.81,11830.82,11757.85,11830.82,0,MAD
2010-07-13,11861.33,11967.57,11840.05,11967.57,0,MAD
2010-07-14,11960.43,11960.43,11864.71,11915.89,0,MAD
2010-07-15,11891.33,11893.57,11843.4,11893.57,0,MAD
2010-07-16,11873.59,11873.59,11827.85,11846.22,0,MAD
2010-07-19,11882.65,11894.33,11808.68,11812.85,0,MAD
2010-07-20,11807.09,11809.16,11773.81,11804.54,0,MAD
2010-07-21,11804.54,11809.26,11753.58,11809.2,0,MAD
2010-07-22,11817.25,11827.23,11787.92,11827.2,0,MAD
2010-07-23,11827.25,11857.08,11800.2,11857.08,0,MAD
2010-07-26,11857.99,11863.82,11781.93,11793.46,0,MAD
2010-07-27,11780.69,11792.33,11752.04,11785.63,0,MAD
2010-07-28,11779.17,11818.16,11768.88,11787.69,0,MAD
2010-07-29,11819.86,11822.43,11760.42,11782.52,0,MAD
2010-08-02,11769.7,11786.0,11728.6,11785.93,0,MAD
2010-08-03,11770.72,11771.21,11701.01,11743.41,0,MAD
2010-08-04,11752.73,11756.78,11672.84,11753.81,0,MAD
2010-08-05,11690.61,11709.42,11638.57,11709.38,0,MAD
2010-08-06,11700.21,11761.11,11700.21,11761.11,0,MAD
2010-08-09,11762.48,11786.0,11753.1,11775.56,0,MAD
2010-08-10,11741.62,11795.07,11720.02,11789.13,0,MAD
2010-08-11,11761.29,11793.82,11678.31,11699.48,0,MAD
2010-08-12,11670.4,11684.97,11621.15,11626.06,0,MAD
2010-08-13,11603.79,11661.61,11603.79,11628.28,0,MAD
2010-08-16,11629.85,11662.35,11605.36,11651.9,0,MAD
2010-08-17,11604.13,11617.47,11564.78,11617.37,0,MAD
2010-08-18,11579.68,11579.68,11519.43,11540.06,0,MAD
2010-08-19,11544.7,11562.99,11453.64,11499.64,0,MAD
2010-08-23,11532.06,11622.27,11475.56,11595.85,0,MAD
2010-08-24,11589.9,11609.99,11549.08,11604.34,0,MAD
2010-08-25,11583.94,11727.77,11567.6,11727.77,0,MAD
2010-08-26,11725.29,11770.77,11702.95,11752.03,0,MAD
2010-08-27,11723.32,11788.52,11716.24,11764.99,0,MAD
2010-08-30,11764.99,11795.85,11718.37,11746.55,0,MAD
2010-08-31,11717.8,11736.23,11652.22,11736.15,0,MAD
2010-09-01,11704.96,11743.83,11638.84,11701.0,0,MAD
2010-09-02,11685.95,11699.76,11644.71,11679.68,0,MAD
2010-09-03,11667.96,11701.14,11634.13,11701.11,0,MAD
