Column1;Date;Open;High;Low;Close;Volume;Currency;IS
1081;02/05/2006;7973.57;7994.69;7951.77;7967.67;0;MAD;1000.5761537837882
1082;03/05/2006;7965.16;8004.69;7965.16;8003.16;0;MAD;1010.0495163501963
1083;04/05/2006;7994.81;8131.18;7992.26;8131.18;0;MAD;976.353219005528
1084;05/05/2006;8142.62;8341.64;8142.62;8336.55;0;MAD;953.1999063927173
1085;08/05/2006;8444.96;8550.73;8417.39;8538.67;0;MAD;954.0660453594343
1086;09/05/2006;8533.11;8547.29;8521.96;8543.17;0;MAD;953.3433444287165
1087;10/05/2006;8471.85;8477.96;8215.21;8265.81;0;MAD;922.7457970520036
1088;11/05/2006;8233.92;8293.2;8187.98;8241.9;0;MAD;908.2610123486119
1089;12/05/2006;8245.6;8349.85;8211.93;8233.34;0;MAD;908.0430489615768
1090;15/05/2006;8204.41;8273.95;8133.9;8138.88;0;MAD;915.1934762904226
1091;16/05/2006;8071.24;8071.24;7955.43;7968.66;0;MAD;920.6245138525766
1092;17/05/2006;7939.6;7996.17;7928.87;7943.3;0;MAD;940.1641601600215
1093;18/05/2006;7908.43;7928.17;7862.02;7868.45;0;MAD;950.7853007576794
1094;19/05/2006;7837.71;7848.67;7539.56;7667.74;0;MAD;971.5793327166438
1095;22/05/2006;7525.11;7525.11;7274.65;7292.56;0;MAD;975.5437973268578
1096;23/05/2006;7172.36;7172.36;6921.64;7034.06;0;MAD;986.1811552226915
1097;24/05/2006;6987.19;7380.32;6987.19;7176.85;0;MAD;1005.2624894361793
1098;25/05/2006;7176.85;7317.11;7134.66;7139.69;0;MAD;1004.9354840521331
1099;26/05/2006;7210.72;7214.98;7041.66;7042.34;0;MAD;1009.4639520680394
1100;29/05/2006;7093.55;7093.55;6843.2;6897.63;0;MAD;1022.8718108091645
1101;30/05/2006;6891.67;6972.8;6849.15;6960.34;0;MAD;1030.5152317796235
1102;31/05/2006;6947.71;7146.17;6947.71;7146.17;0;MAD;1058.4402943671569
1103;01/06/2006;7204.28;7261.83;7173.25;7261.83;0;MAD;1077.640371527082
1104;02/06/2006;7281.5;7375.04;7276.54;7300.8;0;MAD;1093.9538169943069
1105;05/06/2006;7275.37;7303.27;7249.03;7284.97;0;MAD;1105.8108468646722
1106;06/06/2006;7194.97;7202.79;7107.08;7107.08;0;MAD;1102.5464308324251
1107;07/06/2006;7033.42;7091.98;6991.3;7005.17;0;MAD;1112.016517587725
1108;08/06/2006;6942.06;6942.06;6799.42;6836.09;0;MAD;1113.3804522665002
1109;09/06/2006;6775.7;6816.17;6750.31;6792.03;0;MAD;1101.8634335750726
1110;12/06/2006;6758.63;6783.91;6680.64;6687.55;0;MAD;1087.0830149708006
1111;13/06/2006;6655.43;6668.89;6526.53;6563.27;0;MAD;1072.4556723553499
1112;14/06/2006;6560.76;6694.04;6536.14;6681.37;0;MAD;1056.5946670243331
1113;15/06/2006;6693.7;6821.86;6668.36;6821.86;0;MAD;1040.3020613690237
1114;16/06/2006;6895.37;6970.41;6894.3;6928.17;0;MAD;1021.5110547930067
1115;19/06/2006;6975.66;6983.26;6949.63;6964.9;0;MAD;1012.2737308980531
1116;20/06/2006;6983.0;6983.0;6887.06;6951.14;0;MAD;1022.482178897847
1117;21/06/2006;6936.61;6951.73;6916.24;6936.92;0;MAD;1015.3551187320465
1118;22/06/2006;6875.06;6922.15;6868.59;6922.15;0;MAD;995.9624454780201
1119;23/06/2006;6910.15;6910.38;6886.45;6891.24;0;MAD;991.0861408591093
1120;26/06/2006;6847.91;6891.07;6847.91;6849.08;0;MAD;980.8737666442402
1121;27/06/2006;6855.19;6855.76;6835.61;6839.94;0;MAD;988.6945179075343
1122;28/06/2006;6883.23;6908.0;6869.97;6908.0;0;MAD;983.8790522924292
1123;29/06/2006;6912.48;7033.79;6903.25;7026.04;0;MAD;984.4315417970116
1124;30/06/2006;7029.77;7200.74;7029.03;7173.71;0;MAD;989.4625927421932
1125;03/07/2006;7143.67;7215.92;7129.37;7215.92;0;MAD;992.4208734780568
1126;04/07/2006;7249.33;7355.95;7246.43;7354.23;0;MAD;994.8530168065861
1127;05/07/2006;7392.47;7434.2;7390.15;7417.3;0;MAD;1028.149188675285
1128;06/07/2006;7440.46;7454.73;7426.49;7454.73;0;MAD;1065.228648836954
1129;07/07/2006;7455.45;7455.45;7413.72;7444.29;0;MAD;1068.6783151183745
1130;10/07/2006;7423.38;7449.44;7308.69;7329.42;0;MAD;1079.3542260885374
1131;11/07/2006;7261.29;7341.35;7244.87;7341.05;0;MAD;1085.017728603074
1132;12/07/2006;7307.53;7378.19;7307.53;7366.01;0;MAD;1106.1488136679818
1133;13/07/2006;7333.39;7352.75;7295.71;7350.83;0;MAD;1116.024801709508
1134;14/07/2006;7370.08;7373.64;7345.73;7355.8;0;MAD;1129.1618927504253
1135;17/07/2006;7281.72;7330.59;7264.45;7282.73;0;MAD;1134.1212977482146
1136;18/07/2006;7282.58;7313.65;7275.82;7301.61;0;MAD;1143.8239193152328
1137;19/07/2006;7303.51;7303.51;7264.46;7264.46;0;MAD;1141.7326217934483
1138;20/07/2006;7260.2;7260.2;7202.53;7202.53;0;MAD;1141.5840259165443
1139;21/07/2006;7212.79;7219.32;7171.92;7178.22;0;MAD;1164.8044539226653
1140;24/07/2006;7173.78;7200.51;7166.01;7184.81;0;MAD;1163.2639361851125
1141;25/07/2006;7182.95;7188.02;7169.24;7171.61;0;MAD;1176.2047348021981
1142;26/07/2006;7159.02;7159.02;7075.38;7084.84;0;MAD;1170.1294365817637
1143;27/07/2006;7045.58;7080.45;7039.24;7070.85;0;MAD;1174.6247893883942
1144;28/07/2006;7061.67;7092.99;7039.32;7039.32;0;MAD;1177.4119468644449
1145;31/07/2006;7026.58;7058.98;7026.58;7058.98;0;MAD;1186.1037542828658
1146;01/08/2006;7028.06;7068.71;7027.41;7068.59;0;MAD;1186.8902269905338
1147;02/08/2006;7063.5;7068.61;7037.15;7060.56;0;MAD;1191.5199729382398
1148;03/08/2006;7050.59;7062.57;7032.53;7058.72;0;MAD;1200.8606342628327
1149;04/08/2006;7048.88;7070.39;7048.34;7070.05;0;MAD;1211.280683969142
1150;07/08/2006;7078.72;7096.95;7064.64;7096.95;0;MAD;1218.623568693819
1151;08/08/2006;7095.98;7300.95;7095.98;7285.31;0;MAD;1217.054142651009
1152;09/08/2006;7368.74;7414.82;7357.8;7411.74;0;MAD;1219.4398112039416
1153;10/08/2006;7419.69;7428.99;7328.26;7366.82;0;MAD;1211.6763026882293
1154;11/08/2006;7381.74;7385.73;7358.95;7377.66;0;MAD;1209.1731130150777
1155;15/08/2006;7371.76;7400.74;7340.11;7400.74;0;MAD;1198.2051615866333
1156;16/08/2006;7389.18;7509.74;7389.18;7509.64;0;MAD;1187.0375304486472
1157;17/08/2006;7466.23;7527.2;7442.69;7515.65;0;MAD;1179.5524500078382
1158;18/08/2006;7512.74;7551.32;7502.68;7551.32;0;MAD;1168.8566558503398
1159;22/08/2006;7548.46;7554.61;7539.08;7544.43;0;MAD;1152.722393284449
1160;23/08/2006;7530.39;7587.65;7528.06;7586.67;0;MAD;1144.6443376399716
1161;24/08/2006;7615.73;7707.21;7610.43;7694.02;0;MAD;1125.928744012421
1162;25/08/2006;7702.38;7769.51;7702.38;7762.91;0;MAD;1137.4739524649654
1163;28/08/2006;7809.14;7846.08;7800.63;7838.39;0;MAD;1149.9242832053333
1164;29/08/2006;7838.28;7842.2;7789.6;7791.09;0;MAD;1158.2047517317285
1165;30/08/2006;7761.22;7859.35;7760.96;7859.35;0;MAD;1174.668145897542
1166;31/08/2006;7842.2;7884.68;7842.2;7872.15;0;MAD;1180.209568751375
1167;01/09/2006;7847.47;7881.7;7834.08;7870.81;0;MAD;1139.2138437504022
1168;04/09/2006;7835.26;7897.48;7834.19;7888.44;0;MAD;1121.1490758635953
1169;05/09/2006;7898.94;7917.76;7884.15;7909.69;0;MAD;1117.0584161944619
1170;06/09/2006;7914.28;7959.37;7906.03;7920.69;0;MAD;1118.4658997032725
1171;07/09/2006;7961.26;8019.22;7946.59;8018.77;0;MAD;1115.4239123327272
1172;08/09/2006;8022.68;8137.78;8022.03;8112.95;0;MAD;1094.548605142712
1173;11/09/2006;8097.67;8228.57;8089.67;8214.65;0;MAD;1077.7993935183931
1174;12/09/2006;8180.98;8223.34;8150.91;8184.01;0;MAD;1066.1311870164957
1175;13/09/2006;8138.07;8200.04;8081.76;8199.36;0;MAD;1058.2803344921344
1176;14/09/2006;8175.71;8221.9;8166.44;8197.59;0;MAD;1062.9160088150343
1177;15/09/2006;8173.18;8183.81;8086.56;8123.59;0;MAD;1108.4972458727593
1178;18/09/2006;8114.11;8153.97;8070.7;8109.73;0;MAD;1126.7379833596221
1179;19/09/2006;8087.99;8112.17;8052.35;8052.35;0;MAD;1130.9214438322251
1180;20/09/2006;7999.91;8026.28;7992.97;7993.39;0;MAD;1147.9420582175069
1181;21/09/2006;8025.04;8049.38;8009.37;8041.53;0;MAD;1171.1923832910227
1182;22/09/2006;8058.83;8073.89;8038.96;8061.6;0;MAD;1200.6281554426928
1183;25/09/2006;8054.76;8072.61;8050.22;8055.83;0;MAD;1245.2130026597304
1184;26/09/2006;8054.93;8082.53;7998.81;8004.68;0;MAD;1266.5058509211838
1185;27/09/2006;7983.48;7983.48;7929.95;7931.57;0;MAD;1282.1171651679635
1186;28/09/2006;7932.63;8044.96;7928.41;8042.39;0;MAD;1296.9472591404967
1187;29/09/2006;8014.61;8106.78;8014.61;8069.89;0;MAD;1317.1429790453476
1188;02/10/2006;8064.15;8104.87;8060.85;8104.87;0;MAD;1325.6426314284824
1189;03/10/2006;8110.39;8154.76;8096.27;8154.19;0;MAD;1303.4706018269023
1190;04/10/2006;8176.32;8176.57;8123.64;8123.64;0;MAD;1304.964455313473
1191;05/10/2006;8108.71;8108.71;7898.9;7898.9;0;MAD;1322.0894401386038
1192;06/10/2006;7900.25;7900.25;7808.31;7835.48;0;MAD;1329.761537440454
1193;09/10/2006;7871.67;7946.64;7840.59;7850.61;0;MAD;1316.6622624758222
1194;10/10/2006;7843.37;7899.99;7840.23;7840.46;0;MAD;1300.1407909241852
1195;11/10/2006;7856.22;7880.94;7780.48;7781.63;0;MAD;1298.8190968025533
1196;12/10/2006;7791.12;7791.12;7763.83;7767.21;0;MAD;1289.0489402475105
1197;13/10/2006;7745.2;7745.2;7679.44;7712.38;0;MAD;1272.7999854782229
1198;16/10/2006;7709.34;7720.32;7654.91;7704.66;0;MAD;1284.4375367269688
1199;17/10/2006;7709.35;7760.25;7696.47;7736.37;0;MAD;1329.2807351212132
1200;18/10/2006;7757.48;7794.59;7748.91;7776.6;0;MAD;1354.6043776329893
1201;19/10/2006;7804.83;7904.25;7804.83;7897.11;0;MAD;1353.207615137269
1202;20/10/2006;7971.29;8015.78;7944.15;7945.56;0;MAD;1329.7041525841435
1203;23/10/2006;7956.44;7963.33;7917.28;7962.33;0;MAD;1336.2931632287862
1204;26/10/2006;7971.37;8041.3;7966.25;8041.3;0;MAD;1354.790558913946
1205;27/10/2006;8053.32;8106.98;8044.92;8106.98;0;MAD;1369.7466103574386
1206;30/10/2006;8134.65;8241.36;8134.65;8241.36;0;MAD;1383.3444401100983
1207;31/10/2006;8284.03;8436.41;8284.03;8431.06;0;MAD;1390.3839084597848
1208;01/11/2006;8462.27;8565.95;8428.12;8485.99;0;MAD;1394.4451265375935
1209;02/11/2006;8508.97;8553.97;8508.97;8534.39;0;MAD;1413.8032216559047
1210;03/11/2006;8548.29;8591.6;8506.48;8586.2;0;MAD;1435.7949082493035
1211;07/11/2006;8662.26;8746.88;8652.57;8746.88;0;MAD;1453.9290360021319
1212;08/11/2006;8752.19;8836.57;8750.18;8755.62;0;MAD;1488.878911975842
1213;09/11/2006;8768.0;8768.0;8506.18;8548.01;0;MAD;1528.1458751883322
1214;10/11/2006;8485.09;8586.17;8409.28;8583.75;0;MAD;1506.9340689823803
1215;13/11/2006;8582.67;8723.51;8582.67;8712.79;0;MAD;1476.5900002294575
1216;14/11/2006;8736.65;8865.37;8727.31;8823.13;0;MAD;1469.2085095282166
1217;15/11/2006;8802.85;8846.98;8781.44;8842.58;0;MAD;1442.9483875270855
1218;16/11/2006;8787.22;8803.92;8722.51;8743.2;0;MAD;1421.3621621616003
1219;17/11/2006;8759.3;8813.78;8726.06;8761.96;0;MAD;1399.430429730692
1220;20/11/2006;8713.1;8733.44;8652.59;8731.19;0;MAD;1378.7202273589835
1221;21/11/2006;8646.21;8793.03;8646.21;8762.43;0;MAD;1358.5025027782237
1222;22/11/2006;8758.16;8868.26;8758.16;8850.1;0;MAD;1334.311446345714
1223;23/11/2006;8866.45;8975.09;8866.45;8950.32;0;MAD;1298.2215779611217
1224;24/11/2006;8955.76;9130.06;8942.51;9109.55;0;MAD;1311.6704730903373
1225;27/11/2006;9092.48;9163.97;9072.03;9161.98;0;MAD;1336.088854387081
1226;28/11/2006;9136.49;9176.08;9006.37;9063.26;0;MAD;1339.9664381037496
1227;29/11/2006;9111.18;9139.16;9072.57;9108.32;0;MAD;1381.7702026887698
1228;30/11/2006;9124.05;9149.14;9107.79;9122.34;0;MAD;1420.099961080955
1229;01/12/2006;9131.08;9234.42;9120.66;9204.53;0;MAD;1446.3200251512087
1230;04/12/2006;9234.46;9272.01;9208.38;9225.56;0;MAD;1455.871086233149
1231;05/12/2006;9241.01;9257.01;9219.8;9254.52;0;MAD;1458.3275896987964
1232;06/12/2006;9233.29;9342.57;9231.03;9316.92;0;MAD;1467.6475817131309
1233;07/12/2006;9353.31;9514.86;9351.88;9495.48;0;MAD;1452.3196833698485
1234;08/12/2006;9538.1;9803.79;9537.12;9735.85;0;MAD;1467.6311908605346
1235;11/12/2006;9828.98;9877.82;9794.61;9836.59;0;MAD;1489.3979803537363
1236;12/12/2006;9871.34;9935.91;9856.19;9909.81;0;MAD;1500.621196967957
1237;13/12/2006;9963.97;10154.55;9963.97;10132.61;0;MAD;1483.1171865190706
1238;14/12/2006;10175.08;10206.84;9870.82;9903.26;0;MAD;1461.7259444863798
1239;15/12/2006;9842.83;9860.92;9667.2;9710.62;0;MAD;1445.502352262138
1240;18/12/2006;9749.69;9808.3;9580.48;9653.25;0;MAD;1435.694491578048
1241;19/12/2006;9554.39;9808.3;9459.14;9482.36;0;MAD;1442.3654168533312
1242;20/12/2006;9390.18;9400.44;9162.18;9400.44;0;MAD;1457.1384204846224
1243;21/12/2006;9312.41;9445.58;9309.27;9436.23;0;MAD;1498.8583451287411
1244;22/12/2006;9545.89;9633.74;9538.08;9539.52;0;MAD;1519.2561380483428
1245;25/12/2006;9518.76;9568.93;9476.21;9522.9;0;MAD;1521.798906484228
1246;26/12/2006;9594.04;9594.98;9420.21;9465.36;0;MAD;1527.586224690262
1247;27/12/2006;9458.49;9488.22;9444.25;9480.73;0;MAD;1501.1106245320302
1248;28/12/2006;9498.85;9529.72;9431.88;9435.72;0;MAD;1514.2935110441329
1249;29/12/2006;9497.06;9497.06;9414.58;9479.45;0;MAD;1520.981892956629
1250;02/01/2007;9458.69;9514.92;9418.46;9482.63;0;MAD;1539.8265628179022
1251;03/01/2007;9476.92;9625.38;9476.54;9625.38;0;MAD;1537.0126355280572
1252;04/01/2007;9641.22;9780.28;9629.58;9780.28;0;MAD;1536.6688045088492
1253;05/01/2007;9810.59;9984.81;9809.23;9933.29;0;MAD;1533.2719671181926
1254;08/01/2007;9960.51;10049.33;9956.31;10023.46;0;MAD;1529.2572364668724
1255;09/01/2007;10014.86;10054.28;9971.41;9971.41;0;MAD;1532.761503295887
1256;10/01/2007;9943.43;9965.77;9924.1;9940.01;0;MAD;1536.291019483326
1257;12/01/2007;9837.67;9837.67;9676.08;9814.77;0;MAD;1582.889731234944
1258;15/01/2007;9843.85;9913.1;9817.54;9856.22;0;MAD;1611.31741587596
1259;16/01/2007;9833.74;10016.81;9825.24;10006.88;0;MAD;1658.1162733812755
1260;17/01/2007;9990.66;10103.48;9990.66;10026.96;0;MAD;1629.7611276198259
1261;18/01/2007;10014.42;10052.97;9971.61;9983.6;0;MAD;1635.8310530534206
1262;19/01/2007;9923.52;9978.2;9923.52;9953.82;0;MAD;1583.1807853527412
1263;22/01/2007;9956.49;9992.19;9936.57;9975.1;0;MAD;1547.8688763571172
1264;23/01/2007;9967.79;9991.8;9947.93;9991.18;0;MAD;1564.904063499309
1265;24/01/2007;9952.71;9997.22;9951.53;9995.75;0;MAD;1552.9042067933062
1266;25/01/2007;10003.13;10065.07;10003.13;10065.07;0;MAD;1560.8552721669018
1267;26/01/2007;10048.66;10240.44;10048.44;10217.59;0;MAD;1532.1318664133992
1268;29/01/2007;10278.92;10362.52;10278.92;10345.93;0;MAD;1527.3058736756532
1269;30/01/2007;10365.67;10445.83;10344.47;10445.79;0;MAD;1500.1301209346116
1270;31/01/2007;10450.16;10516.37;10419.76;10455.33;0;MAD;1548.4001436855738
1271;01/02/2007;10418.91;10424.11;10113.38;10207.24;0;MAD;1584.024118460891
1272;02/02/2007;10213.13;10266.35;10192.85;10264.88;0;MAD;1656.8862592098506
1273;05/02/2007;10214.01;10314.26;10192.29;10311.81;0;MAD;1653.0525485053029
1274;06/02/2007;10304.77;10419.6;10275.52;10419.39;0;MAD;1634.1163817773033
1275;07/02/2007;10395.12;10408.67;10323.85;10362.26;0;MAD;1666.9614708354245
1276;08/02/2007;10379.25;10416.78;10356.6;10389.46;0;MAD;1663.8636890459215
1277;09/02/2007;10399.62;10482.81;10386.34;10476.42;0;MAD;1674.6844061923225
1278;12/02/2007;10453.85;10536.06;10452.47;10536.06;0;MAD;1662.448773815174
1279;13/02/2007;10488.86;10648.82;10476.74;10627.44;0;MAD;1650.3852479391614
1280;14/02/2007;10623.53;10664.63;10619.1;10639.47;0;MAD;1644.4940207062098
1281;15/02/2007;10643.03;10725.2;10638.07;10710.87;0;MAD;1640.6232749194953
1282;16/02/2007;10750.44;10950.29;10750.44;10907.91;0;MAD;1631.8888491139476
1283;19/02/2007;10960.04;11254.93;10948.02;11201.82;0;MAD;1680.81389360116
1284;20/02/2007;11350.6;11351.86;11010.83;11016.69;0;MAD;1684.7394226288588
1285;21/02/2007;11051.36;11051.36;10947.53;10954.65;0;MAD;1659.6676665139173
1286;22/02/2007;10920.87;10920.87;10582.25;10582.25;0;MAD;1680.4201836353495
1287;23/02/2007;10610.04;10610.04;10430.55;10432.54;0;MAD;1698.8949315582317
1288;26/02/2007;10455.43;10704.47;10455.43;10641.2;0;MAD;1691.2233847102027
1289;27/02/2007;10719.86;10848.8;10549.46;10646.51;0;MAD;1682.413648561377
1290;28/02/2007;10644.3;10716.9;10558.39;10716.9;0;MAD;1659.8457342492368
1291;01/03/2007;10637.76;10701.65;10586.75;10588.37;0;MAD;1649.1347790716306
1292;02/03/2007;10612.86;10759.63;10595.11;10759.63;0;MAD;1651.8606347432128
1293;05/03/2007;10729.12;10858.28;10728.54;10858.28;0;MAD;1637.9041416154068
1294;06/03/2007;10911.24;11049.83;10889.0;11036.34;0;MAD;1648.9567786023233
1295;07/03/2007;11044.34;11201.17;11044.34;11201.17;0;MAD;1657.2055774916796
1296;08/03/2007;11214.49;11332.33;11210.47;11309.87;0;MAD;1649.7271279563308
1297;09/03/2007;11333.74;11333.74;11064.43;11066.35;0;MAD;1660.4586998277655
1298;12/03/2007;11124.32;11143.01;11035.23;11076.06;0;MAD;1673.9853578212203
1299;13/03/2007;11119.02;11268.81;11091.1;11268.81;0;MAD;1696.591458807459
1300;14/03/2007;11272.34;11272.99;11197.73;11243.69;0;MAD;1716.6921927495916
1301;15/03/2007;11222.72;11227.74;11137.71;11147.0;0;MAD;1730.7392428956891
1302;16/03/2007;11149.54;11176.71;11125.8;11176.71;0;MAD;1740.8952709295409
1303;19/03/2007;11174.93;11182.3;11153.67;11153.67;0;MAD;1771.2600234642614
1304;20/03/2007;11191.08;11252.99;11180.47;11252.99;0;MAD;1804.3727966754075
1305;21/03/2007;11226.55;11354.19;11226.55;11354.19;0;MAD;1813.9386177101342
1306;22/03/2007;11360.01;11405.4;11330.15;11374.17;0;MAD;1816.2554388089707
1307;23/03/2007;11396.61;11474.46;11396.61;11474.46;0;MAD;1822.147305326684
1308;26/03/2007;11465.16;11488.03;11454.36;11470.33;0;MAD;1835.0116642748058
1309;27/03/2007;11478.56;11478.56;11402.33;11441.79;0;MAD;1858.9535129465912
1310;28/03/2007;11427.72;11579.24;11421.5;11547.85;0;MAD;1873.1290833478706
1311;29/03/2007;11595.19;11615.02;11535.81;11556.67;0;MAD;1876.9372837224184
1312;30/03/2007;11608.32;11629.34;11497.87;11497.87;0;MAD;1893.7008496997028
1313;03/04/2007;11456.87;11463.35;11398.22;11401.23;0;MAD;1894.108165030905
1314;04/04/2007;11378.8;11412.34;11328.78;11335.98;0;MAD;1833.1974327103155
1315;05/04/2007;11330.87;11366.64;11304.06;11365.88;0;MAD;1755.07219800064
1316;06/04/2007;11375.87;11412.88;11371.34;11411.05;0;MAD;1680.5600609851515
1317;09/04/2007;11442.48;11449.2;11336.92;11409.23;0;MAD;1582.6864418828588
1318;10/04/2007;11419.55;11487.86;11417.74;11487.43;0;MAD;1564.7778780338922
1319;11/04/2007;11523.42;11537.03;11492.34;11515.26;0;MAD;1577.9101257197462
1320;12/04/2007;11515.58;11550.37;11507.35;11550.37;0;MAD;1573.1506309125798
1321;13/04/2007;11536.28;11623.48;11536.28;11623.48;0;MAD;1555.9333865014314
1322;16/04/2007;11625.35;11675.89;11620.67;11647.51;0;MAD;1564.1530211267302
1323;17/04/2007;11634.62;11691.3;11629.6;11691.3;0;MAD;1532.6427809671984
1324;18/04/2007;11682.13;11744.44;11682.13;11739.02;0;MAD;1528.2602324892464
1325;19/04/2007;11824.98;11824.98;11755.66;11820.17;0;MAD;1567.7778139453847
1326;20/04/2007;11837.46;11917.9;11829.94;11885.14;0;MAD;1617.004647509154
1327;23/04/2007;11920.89;12053.03;11888.18;12041.23;0;MAD;1686.937899054274
1328;24/04/2007;12059.83;12278.54;12051.99;12271.57;0;MAD;1677.1074074315336
1329;25/04/2007;12263.48;12319.32;11976.07;12273.26;0;MAD;1635.6011845134315
1330;26/04/2007;12239.13;12335.96;12229.32;12243.75;0;MAD;1680.9798675033574
1331;27/04/2007;12224.3;12297.02;12210.21;12284.36;0;MAD;1679.1631488119033
1332;30/04/2007;12313.5;12368.01;12290.15;12330.32;0;MAD;1657.2900487498985
1333;02/05/2007;12325.2;12507.09;12317.11;12465.38;0;MAD;1685.508588945508
1334;03/05/2007;12541.68;12572.34;12478.58;12526.45;0;MAD;1713.0913496608453
1335;04/05/2007;12582.26;12598.27;12506.25;12548.02;0;MAD;1709.0799414714247
1336;07/05/2007;12563.46;12651.12;12546.69;12651.12;0;MAD;1713.5248015410125
1337;08/05/2007;12685.03;12800.6;12685.03;12723.23;0;MAD;1719.9113271611827
1338;09/05/2007;12731.98;12748.52;12380.56;12466.94;0;MAD;1723.452853919648
1339;10/05/2007;12481.44;12481.44;11902.28;11947.18;0;MAD;1712.620673393865
1340;11/05/2007;11636.42;11749.78;11474.08;11486.46;0;MAD;1645.0037235333662
1341;14/05/2007;11396.65;11396.65;10975.78;10975.78;0;MAD;1636.846629693709
1342;15/05/2007;10738.53;11364.04;10576.53;11076.22;0;MAD;1634.6079919307874
1343;16/05/2007;11223.12;11561.71;11223.12;11448.98;0;MAD;1615.2497256612078
1344;17/05/2007;11548.33;11783.48;11495.23;11579.29;0;MAD;1612.3780221217826
1345;18/05/2007;11716.8;11726.85;11518.64;11573.32;0;MAD;1619.5573125862422
1346;21/05/2007;11655.67;11827.91;11624.05;11821.7;0;MAD;1613.703458875817
1347;22/05/2007;11856.25;11868.37;11747.84;11747.84;0;MAD;1606.8447353644297
1348;23/05/2007;11724.06;11724.06;11411.18;11572.69;0;MAD;1605.1980777098363
1349;24/05/2007;11491.4;11532.23;11366.16;11456.29;0;MAD;1598.6187318048787
1350;25/05/2007;11474.47;11497.71;11396.55;11424.96;0;MAD;1612.0952398158977
1351;28/05/2007;11399.39;11467.99;11390.66;11446.0;0;MAD;1624.978507088078
1352;29/05/2007;11446.0;11462.32;11395.06;11430.47;0;MAD;1601.9680068330783
1353;30/05/2007;11399.14;11481.98;11393.68;11453.37;0;MAD;1610.7308146324801
1354;31/05/2007;11482.37;11864.61;11457.0;11864.61;0;MAD;1602.0681955267323
1355;01/06/2007;11775.26;11813.9;11723.69;11789.41;0;MAD;1609.9986562345496
1356;04/06/2007;11717.41;11860.44;11707.51;11831.57;0;MAD;1628.3898929163777
1357;05/06/2007;11820.69;11946.53;11819.64;11946.53;0;MAD;1622.6625177569542
1358;06/06/2007;11904.3;12000.39;11904.3;11945.75;0;MAD;1612.330967279916
1359;07/06/2007;11907.65;11930.3;11772.35;11772.35;0;MAD;1619.5799668210555
1360;08/06/2007;11769.12;11788.93;11732.39;11752.14;0;MAD;1594.9564771212963
1361;11/06/2007;11749.84;11790.79;11743.69;11789.98;0;MAD;1594.382182240853
1362;12/06/2007;11786.36;11786.36;11745.55;11766.2;0;MAD;1618.6947826736248
1363;13/06/2007;11754.0;11754.0;11649.73;11685.48;0;MAD;1610.8702216850158
1364;14/06/2007;11661.76;11661.76;11578.32;11591.42;0;MAD;1614.4424123674619
1365;15/06/2007;11547.6;11574.44;11504.75;11508.86;0;MAD;1604.1814981942994
1366;18/06/2007;11564.39;11654.83;11563.16;11572.31;0;MAD;1584.3371086101793
1367;19/06/2007;11572.53;11578.42;11534.31;11578.42;0;MAD;1589.4508290229508
1368;20/06/2007;11585.62;11620.9;11574.12;11596.65;0;MAD;1597.3665369135522
1369;21/06/2007;11592.23;11598.37;11526.78;11526.78;0;MAD;1595.2468224494412
1370;22/06/2007;11508.51;11575.03;11490.29;11500.07;0;MAD;1625.185904106529
1371;25/06/2007;11474.65;11540.64;11472.15;11517.67;0;MAD;1635.3718642869453
1372;26/06/2007;11511.81;11548.56;11511.19;11511.19;0;MAD;1652.1396958280038
1373;27/06/2007;11500.67;11514.1;11410.82;11417.8;0;MAD;1664.9991917147318
1374;28/06/2007;11381.16;11465.07;11346.91;11448.43;0;MAD;1709.948531847598
1375;29/06/2007;11448.64;11506.16;11387.08;11469.93;0;MAD;1742.178782793365
1376;02/07/2007;11413.32;11439.44;11374.11;11374.11;0;MAD;1756.8184259801199
1377;03/07/2007;11363.12;11468.8;11337.47;11456.5;0;MAD;1770.5555636401782
1378;04/07/2007;11422.79;11455.83;11388.12;11424.92;0;MAD;1781.6002429999894
1379;05/07/2007;11412.36;11426.08;11394.81;11425.42;0;MAD;1810.7462706937886
1380;06/07/2007;11458.85;11525.31;11451.28;11524.69;0;MAD;1822.2160547349176
1381;09/07/2007;11484.72;11495.73;11454.54;11488.82;0;MAD;1829.1321499240241
1382;10/07/2007;11439.51;11444.4;11400.91;11412.76;0;MAD;1815.6271798333978
1383;11/07/2007;11373.43;11398.76;11344.39;11396.24;0;MAD;1799.1664368777222
1384;12/07/2007;11366.31;11382.65;11261.1;11271.35;0;MAD;1777.3027583802073
1385;13/07/2007;11257.38;11311.34;11257.2;11310.69;0;MAD;1767.3671766246111
1386;16/07/2007;11338.02;11396.54;11318.76;11396.54;0;MAD;1777.8408913802878
1387;17/07/2007;11365.4;11408.82;11336.12;11401.49;0;MAD;1794.5521722258584
1388;18/07/2007;11358.94;11397.29;11349.06;11391.44;0;MAD;1813.1555075810234
1389;19/07/2007;11335.96;11342.8;11297.25;11330.63;0;MAD;1821.6995419624309
1390;20/07/2007;11301.74;11322.01;11297.98;11305.39;0;MAD;1829.2554575796707
1391;23/07/2007;11314.72;11347.24;11297.36;11333.38;0;MAD;1836.70578032009
1392;24/07/2007;11294.81;11345.27;11294.63;11331.41;0;MAD;1845.5999803691398
